Law Id,State,Title,Text,Enacted Date,Amended Date,Recent?,Sequence Number,Type,Agency,Significant Update Date,Expired Date,Archived Date,Repealed Date,Topic,Technology Categories,Incentive Categories,Regulation Categories,User Categories,References
11876,OR,Electric Vehicle (EV) Charging Station Policies for Rental Properties,"The tenant of a commercial space may apply to install EV charging
stations for the use of the tenant, employees of the tenant, and
customers of the tenant. Unless the premises does not have at least one
parking space per rental unit, the landlord must approve a completed
application no more than 60 days after the tenant submits the
application. In the absence of a different tenant-landlord agreement,
the EV charging stations will be personal property of the tenant and the
tenant is responsible for all costs associated with installation and use
of the EV charging station. The tenant is responsible for maintaining a
renter's liability insurance policy of at least \$100,000. Upon the
termination of the rental agreement, the landlord may require the tenant
to remove the charging station and restore the premises. Additional
requirements and restrictions apply. (Reference [Oregon Revised
Statutes](https://www.oregonlegislature.gov/) 90.462)
",2017-06-20 00:00:00 UTC,,FALSE,61,Laws and Regulations,,2017-10-10 21:13:07 UTC,,,,,ELEC|PHEV,,RTC,MUD|IND,https://www.oregonlegislature.gov/
11881,AZ,Regional Electric Vehicle (REV) West Plan,"Arizona joined Colorado, Idaho, Montana, Nevada, New Mexico, Utah, and
Wyoming (Signatory States) in signing the REV West [memorandum of
understanding](https://www.naseo.org/Data/Sites/1/revwest_mou.pdf) (MOU)
to create an Intermountain West Electric Vehicle (EV) Corridor that will
make it possible to seamlessly drive an EV across the Signatory States\'
major transportation corridors.

In 2019, the Signatory States signed a revised [REV West
MOU](https://www.naseo.org/issues/transportation/rev-west) to update
their EV corridor goals based on progress to date. Signatory States are
committed to:

-   Educate consumers and fleet owners to raise EV awareness, reduce
    range anxiety, and increase EV adoption;
-   Coordinate on EV charging station locations to achieve a consistent
    user experience across Signatory States;
-   Use and promote the REV West [Voluntary Minimum
    Standards](https://www.naseo.org/Data/Sites/1/revwest_volminimumstandards.pdf)
    for EV charging stations and explore opportunities for implementing
    the standards in Signatory States;
-   Identify and develop opportunities to incorporate EV charging
    stations into planning and development processes such as building
    codes, metering policies, and renewable energy generation projects;
-   Encourage EV manufacturers to stock and market a wide variety of EVs
    within the Signatory States;
-   Identify, respond to, and collaborate on funding opportunities to
    support the development of the plan; and
-   Support the build-out of direct current (DC) fast charging stations
    along EV corridors through investments, partnerships, and other
    mechanisms.

The Signatory States maintain a coordination group composed of senior
leadership from each state who meet on a quarterly basis and report on
the above actions. For more information, see the [REV
West](https://www.naseo.org/issues/transportation/rev-west) website.
",2017-10-04 00:00:00 UTC,2019-12-13 00:00:00 UTC,FALSE,48,Laws and Regulations,,2020-02-03 19:45:02 UTC,,,,,ELEC|PHEV,,REQ|OTHER,STATION|MAN|OTHER,
11882,MA,Autonomous Vehicle (AV) Testing and Operation Support,"The Secretary of Massachusetts Department of Transportation (MassDOT)
established a working group to assess the safe development of AVs. The
AV Working Group convenes and consults with experts on motor vehicle
safety and vehicle automation, and works with the Legislature on any
proposed AV legislation. MassDOT, with input from the AV Working Group,
will issue guidance to allow for the safe testing of automated
technologies on designated state highways and on other public roadways.
In 2019, the AV Working Group released a
[report](https://www.mass.gov/doc/final-report-of-the-massachusetts-autonomous-vehicles-working-group/download)
of their findings. For more information, see the [AV Working
Group](https://www.mass.gov/info-details/learn-about-automated-driving-systems-in-massachusetts#eo-572-working-group-)
website.

(Reference [Executive Order 572, 2017](http://www.mass.gov/courts/case-legal-res/law-lib/laws-by-source/exec/))",2016-10-20 00:00:00 UTC,,FALSE,28,Laws and Regulations,,2017-11-08 16:28:27 UTC,,,,,AUTONOMOUS,,DREST,OTHER,http://www.mass.gov/courts/case-legal-res/law-lib/laws-by-source/exec/
11883,CA,Voluntary Vehicle Retirement and Replacement Grants,"The California Air Resources Board (CARB) administers the Clean Cars 4
All Program (Program) to reduce greenhouse gas emissions, improve air
quality, and benefit low-income residents through the retirement and
replacement of high-emission motor vehicles. The Program will be focused
on funding projects for the voluntary early retirement and replacement
from operation of passenger vehicles and light- and medium-duty trucks
primarily in disadvantaged communities, when possible, as defined by the
California Environmental Protection Agency. Compensation for low-income
eligible applicants may not be less than \$1,500 for retired vehicles
and \$2,500 for replacement vehicles. Compensation for other eligible
applicants may not exceed \$1,000 for retired vehicles or the
compensation received by low-income recipients for replacement vehicles.
Eligible applicants that have received funding for voluntary vehicle
retirement under the California Bureau of Automotive Repair's Consumer
Assistance Program are eligible for vehicle replacement funding under
the Program. For more information, see the CARB [Clean Cars 4
All](https://www.arb.ca.gov/msprog/cc4a/cc4a.htm) website.

(Reference [Senate Bill 1382, 2022](http://leginfo.legislature.ca.gov/faces/home.xhtml), [Senate Bill 1230, 2022](http://leginfo.legislature.ca.gov/faces/home.xhtml), and [California Health and Safety Code 44124.5-44125](http://www.oal.ca.gov/))",2018-01-01 00:00:00 UTC,2022-09-16 00:00:00 UTC,FALSE,183,Laws and Regulations,,2017-11-08 17:38:21 UTC,,,,,EFFEC,,CCEINIT|OTHER,IND,http://leginfo.legislature.ca.gov/faces/home.xhtml|http://leginfo.legislature.ca.gov/faces/home.xhtml|http://leginfo.legislature.ca.gov/faces/home.xhtml|http://www.oal.ca.gov/
11884,CA,Electric Vehicle (EV) Pilot Programs,"The California Public Utilities Commission (CPUC) may provide funding
for pilot utility programs to install EV charging stations at school
facilities, other educational institutions, and state parks or beaches.
Priority must be given to locations in disadvantaged communities, as
defined by the California Environmental Protection Agency. For more
information, see the CPUC project
[guidance](http://docs.cpuc.ca.gov/SearchRes.aspx?docformat=ALL&docid=206663987)
and the CPUC [Zero Emission Vehicles](http://www.cpuc.ca.gov/zev/)
website.

(Reference [Public Utilities Code 740.13-740.14](http://leginfo.legislature.ca.gov/faces/home.xhtml))",2017-10-10 00:00:00 UTC,,FALSE,53,Laws and Regulations,,2017-11-08 17:45:48 UTC,,,,,ELEC|PHEV,,OTHER,STATION|FLEET|GOV,http://leginfo.legislature.ca.gov/faces/home.xhtml|http://leginfo.legislature.ca.gov/faces/home.xhtml
11885,IL,Alternative Fuels Tax and Reporting,"Alternative fuel dealers must sell liquefied natural gas (LNG) and
propane used as motor fuel in diesel gallon equivalents (DGEs). For
taxation purposes, LNG and propane must be reported as DGEs and are
taxed at a rate of \$0.467 per DGE. One DGE is equal to 6.06 pounds
(lbs.) of LNG and 6.41 lbs. of propane. Alternative fuel dealers must
sell compressed natural gas (CNG) used as motor fuel in gasoline gallon
equivalents (GGEs). CNG must be reported in GGEs and is taxed at a rate
of \$0.392 GGE. One GGE is equal to 5.66 lbs. of CNG. The motor fuels
tax increases annually on July 1 by an amount equal to the percentage
increase of the United States Department of Labor's [Consumer Price
Index for All Urban Consumers](https://www.bls.gov/cpi/). For current
tax rates, see the [Illinois Motor Tax Rates and
Fees](https://www2.illinois.gov/rev/research/taxrates/Pages/motorfuel.aspx)
website.

(Reference [35 Illinois Compiled Statutes 505/1.8 and 505/2](http://www.ilga.gov/legislation/ilcs/ilcs.asp))",2017-07-01 00:00:00 UTC,,FALSE,76,Laws and Regulations,,2017-11-08 17:46:31 UTC,,,,,NG|LPG,,FUEL,STATION|AFP|PURCH,http://www.ilga.gov/default.asp|http://www.ilga.gov/legislation/ilcs/ilcs.asp
11887,CA,Electric Vehicle (EV) Parking Space Regulation,"An individual may not park a motor vehicle within any on- or off-street
parking space specifically designated by a local authority for parking
and charging EVs unless the vehicle is an EV fueled by electricity.
Eligible EVs must be in the process of charging to park in the space. A
person found responsible for a violation is subject to traffic violation
penalties.

(Reference [California Vehicle Code 22511](http://leginfo.legislature.ca.gov/faces/home.xhtml))",2017-10-10 00:00:00 UTC,,FALSE,187,Laws and Regulations,,2019-11-11 21:44:57 UTC,,,,,ELEC|PHEV,,OTHER,FLEET|GOV|IND,http://leginfo.legislature.ca.gov/faces/home.xhtml|http://leginfo.legislature.ca.gov/faces/home.xhtml|https://oal.ca.gov/
11888,CA,Zero-Emission and Autonomous Vehicle Infrastructure Support,"Cities and counties that receive funding from the Road Maintenance and
Rehabilitation Program are encouraged to use funds towards advanced
transportation technologies and communication systems, including, but
not limited to, zero-emission vehicle fueling infrastructure and
infrastructure-to-vehicle communications for autonomous vehicles.

(Reference [California Streets and Highways Code 2030](http://leginfo.legislature.ca.gov/faces/home.xhtml))",2017-04-28 00:00:00 UTC,,FALSE,227,Laws and Regulations,,2017-11-08 18:44:45 UTC,,,,,AUTONOMOUS|ELEC|HY,,AIRQEMISSIONS,OTHER,http://leginfo.legislature.ca.gov/faces/home.xhtml|http://leginfo.legislature.ca.gov/faces/home.xhtml
11889,CA,Autonomous Vehicle (AV) Testing and Operation Requirements,"AVs may be operated on public roads for testing purposes, if there is a
licensed vehicle operator seated in the driver's seat monitoring the
safe operation of the AV and capable of taking immediate manual control
of the vehicle in the event that the automated driving system fails. AVs
may not be operated on public roads for purposes other than testing
unless the vehicle manufacturer submits an application to the California
Department of Motor Vehicles (DMV), the application is approved, and the
AV meets, at minimum, the following requirements:

-   It is equipped with an easily accessible way for the driver to
    engage or disengage the autonomous driving system;
-   It contains an indicator inside of the vehicle that notifies the
    driver when the autonomous driving system is engaged;
-   It has a means to alert the driver when the autonomous driving
    system has failed and either allows the driver to take manual
    control of the vehicle, or is capable of bringing itself to a
    complete stop;
-   It meets all applicable Federal Motor Vehicle Safety Standards; and
-   It has a separate mechanism to capture and save the vehicle's sensor
    data at least 30 seconds before a collision involving the vehicle
    occurs.

Additionally, all AVs must zero-emission vehicles by 2030. An AV is
defined as any vehicle that is equipped with a technology that has the
capability to operate the vehicle without the direct control of the
driver. For more information, including how to apply for a testing
permit, see the DMV's [Driverless Testing of
AVs](https://www.dmv.ca.gov/portal/dmv/detail/vr/autonomous/auto)
website.

(Reference [California Vehicle Code 38750](http://leginfo.legislature.ca.gov))",2012-09-25 00:00:00 UTC,2017-10-12 00:00:00 UTC,FALSE,237,Laws and Regulations,,2017-11-08 18:58:07 UTC,,,,,AUTONOMOUS,,DREST,OTHER,http://leginfo.legislature.ca.gov|http://leginfo.legislature.ca.gov|http://leginfo.legislature.ca.gov
11891,CA,Contra Costa Transportation Authority (CCTA) Autonomous Vehicle (AV) Pilot Authorization,"CCTA is authorized to conduct a pilot to test AVs, without a driver in
the driver's seat, that are not equipped with a steering wheel, brake
pedal, or accelerator. The AVs must operate at speeds of less than 35
miles per hour at all times, and can only be tested at a privately owned
business park designated by CCTA and at GoMentum Station. For more
information about the pilot, see the CCTA [Shared AV Pilot
Program](https://ccta.net/2018/11/15/shared-autonomous-vehicle-pilot-program/)
website.

(Reference [California Vehicle Code 38755](http://leginfo.legislature.ca.gov))",2016-09-29 00:00:00 UTC,,FALSE,239,Laws and Regulations,,,,,,,AUTONOMOUS,,DREST,OTHER,http://leginfo.legislature.ca.gov|http://leginfo.legislature.ca.gov
11893,CA,Electric Vehicle (EV) Charging Station Signage Authorization on Highways,"EV charging station facilities located at roadside businesses are
eligible to be included on state highway exit information signs. Signage
must be consistent with California's [Manual on Uniform Traffic Control
Devices](https://dot.ca.gov/programs/safety-programs/camutcd/camutcd-files).

(Reference [California Streets and Highway Code 101.7](http://leginfo.legislature.ca.gov))",2017-07-31 00:00:00 UTC,,FALSE,310,Laws and Regulations,,2017-11-08 19:30:13 UTC,,,,,ELEC|PHEV,,DREST,STATION,http://leginfo.legislature.ca.gov|http://leginfo.legislature.ca.gov
11894,MA,State Energy Policy,"The Massachusetts Executive Office of Energy and Environmental Affairs
(EEA) leads and coordinates efforts between state agencies to reduce
greenhouse gas (GHG) emissions, build resilience, and adapt to the
impacts of climate change. In December 2018, EEA published the
[Massachusetts Comprehensive Energy Plan
(CEP)](https://www.mass.gov/files/documents/2019/01/10/CEP%20Report-%20Final%2001102019.pdf),
which includes transportation strategies to meet GHG emissions limits.
EEA must update the CEP every five years. For more information, see the
[CEP](https://www.mass.gov/service-details/massachusetts-comprehensive-energy-plan-cep)
website.

(Reference [Executive Order 569, 2016](http://www.mass.gov/courts/case-legal-res/law-lib/laws-by-source/exec/))",2016-09-16 00:00:00 UTC,,FALSE,39,Laws and Regulations,,2018-12-20 22:57:45 UTC,,,,,OTHER,,CCEINIT,GOV,http://www.mass.gov/courts/case-legal-res/law-lib/laws-by-source/exec/
11895,MA,Transportation Emissions Reduction Reporting,"Massachusetts must meet annually declining greenhouse gas (GHG)
emissions limits for mobile sources, as specified in the Massachusetts
Global Warming Solutions Act. By July 1 of each year, the Massachusetts
Department of Transportation (MassDOT) must quantify and report
aggregate MassDOT transportation GHG emissions. Among other measures to
achieve reductions, MassDOT must increase electric vehicles (EVs) within
the Massachusetts Bay Transportation Authority and MassDOT fleet and
promote EV use by motorists. (Reference [Massachusetts Department of
Environmental Protection Regulations and
Standards](https://www.mass.gov/orgs/massachusetts-department-of-environmental-protection)
310 CMR 60.05 and [Massachusetts General
Laws](https://malegislature.gov/) Chapter 21N, Section 3)

(Reference [Massachusetts General Laws Chapter 21N, Section 3](https://malegislature.gov/) and [Massachusetts Department of Environmental Protection 310 CMR 60.05](https://www.mass.gov/lists/air-quality-laws-rules-massdep))",2016-05-17 00:00:00 UTC,2017-08-11 00:00:00 UTC,FALSE,50,Laws and Regulations,,2017-11-28 16:07:30 UTC,,,,,ELEC|PHEV,,CCEINIT,GOV,https://malegislature.gov/|https://www.mass.gov/lists/air-quality-laws-rules-massdep
11897,NY,Zero Emission Vehicle (ZEV) Rebate and ZEV Fueling Infrastructure Grant for Municipalities,"The New York State Department of Environmental Conservation's (NYSDEC)
Municipal ZEV Program offers rebates to cities, towns, villages,
counties, and New York City boroughs for the purchase or lease of
eligible ZEVs and grants for purchase and installation of public ZEV
fueling infrastructure. Rebates of up to \$7,500 are available for ZEVs
and up to \$500,000 for ZEV fueling infrastructure. ZEV rebate amounts
vary based on a vehicle's all-electric range and gross vehicle weight
rating. Municipalities may apply for multiple ZEV rebates, worth up to
\$375,000, and multiple ZEV infrastructure grants, worth up to
\$500,000. Additional rules and conditions apply. For more information,
including eligible projects and application periods, see the NYSDEC
[Grant Funding for
Municipalities](http://www.dec.ny.gov/energy/109181.html) website.
",,,FALSE,42,State Incentives,,2021-06-11 19:51:48 UTC,,,,,ELEC|HY|PHEV,GNT|RBATE,,STATION|GOV,
11900,WI,Electric Vehicle (EV) Fees,"In addition to standard registration fees, all-electric vehicle owners
must pay an annual fee of \$100. Plug-in hybrid electric vehicle owners
must pay an annual fee of \$75.

(Reference [Wisconsin Statutes 341.25(1)(L)](http://legis.wisconsin.gov/rsb/stats.html))",2017-09-21 00:00:00 UTC,2019-07-03 00:00:00 UTC,FALSE,47,Laws and Regulations,,2019-07-24 19:32:17 UTC,,,,,ELEC|PHEV,,EVFEE|FUEL,FLEET|IND,https://legis.wisconsin.gov/|http://legis.wisconsin.gov/rsb/stats.html|https://legis.wisconsin.gov/
11901,WI,Volkswagen (VW) Settlement Allocation,"The Wisconsin Department of Administration (DOA) may use funds awarded
to Wisconsin through the [VW Environmental Mitigation
Trust](https://www.epa.gov/enforcement/volkswagen-clean-air-act-civil-settlement)
to replace vehicles in the state fleet. The DOA will also establish a
grant program for alternative fuels, electric vehicle charging stations,
and the replacement of school buses. For more information, see the DOA
[VW Mitigation
Program](https://doa.wi.gov/Pages/vwsettlementwisconsin.aspx) website.
",2017-09-21 00:00:00 UTC,,FALSE,55,Laws and Regulations,,2017-12-07 22:07:52 UTC,2027-06-30 00:00:00 UTC,,,,OTHER,,AIRQEMISSIONS,OTHER,https://legis.wisconsin.gov/|http://www.legis.state.wi.us/rsb/stats.html
11908,CA,Electric Vehicle (EV) Charging Station Rebate - South Coast and MSRC,"The South Coast Air Quality Management District (SCAQMD) and the Mobile
Source Air Pollution Reduction Review Committee's (MSRC) Residential EV
Charging Incentive Pilot Program offers rebates of up to \$250 towards
the purchase of a qualified residential Level 2 EV charging station.
Low-income residents are eligible for an increased rebate amount of
\$500. Funding is available on a first-come, first-served basis to
residents within the SCAQMD jurisdiction. Additional terms and
conditions apply. For more information, including application
guidelines, see the [Residential EV Charging Incentive Pilot
Program](http://www.aqmd.gov/home/programs/community/community-detail?title=ev-charging-incentive)
website.
",,,FALSE,77,State Incentives,,2018-01-22 13:39:39 UTC,,,,,ELEC|PHEV,RBATE,,STATION,
11910,NJ,Natural Gas Vehicle (NGV) Weight Exemption,"A NGV may exceed the state's gross vehicle weight limits by a weight
equal to the difference between the weight of the vehicle with the
natural gas tank and fueling system and the weight of a comparable
vehicle with a diesel tank and fueling system. The NGV maximum gross
weight may not exceed 82,000 pounds.

(Reference [New Jersey Statutes 39:3-84.1](http://www.njleg.state.nj.us/))",2018-01-16 00:00:00 UTC,,FALSE,21,State Incentives,,2018-01-29 17:35:56 UTC,,,,,NG,EXEM,,FLEET|GOV|IND,http://www.njleg.state.nj.us/|http://www.njleg.state.nj.us/
11911,CO,Colorado Electric Vehicle (EV) Plan,"The Colorado Department of Transportation (CDOT), along with the
Transportation Electrification Workgroup, will develop a zero-emission
vehicle (ZEV) and clean transportation plan containing strategies that
support the deployment of ZEVs and expand mobility options to save
energy, reduce congestion, and improve the safety of Colorado's
transportation network. In April 2020, CDOT released the [Colorado EV
Plan
2020](https://energyoffice.colorado.gov/zero-emission-vehicles/colorado-ev-plan-2020),
establishing a long-term goal of 100% of light-duty vehicles (LDVs)
being electric and 100% of medium- and heavy-duty vehicles being ZEVs.
To meet these goals, Colorado must:

Increase the number of light-duty EVs to 940,000 by 2030;

Develop plans for transitioning medium- and heavy-duty (MHDV) and
transit vehicles to ZEVs;

Develop an EV infrastructure goal by undertaking a gap analysis to
identify the type and number of charging stations needed across the
state to meet 2030 LDV and MHDV goals;

Develop a roadmap to full electrification of the light-duty vehicle
fleet in Colorado;

State government agencies must meet directives and goals related to EVs.
Beginning in Fiscal Year (FY) 2022, and each subsequent FY, the Colorado
Energy Office and the Colorado Department of Public Health and
Environment must consult with CDOT to prepare an annual report detailing
the progress made toward the EV adoption goals.

(Reference [Executive Order B 2019 002, 2019](https://www.colorado.gov/governor/executive-orders) and [Colorado Revised Statutes 24-38.5-110](http://www.lexisnexis.com/hottopics/Colorado/))",2018-01-01 00:00:00 UTC,,FALSE,39,Laws and Regulations,,2018-02-08 19:28:58 UTC,,,,,ELEC|PHEV,,AIRQEMISSIONS|CCEINIT,OTHER,https://www.colorado.gov/governor/executive-orders|http://www.lexisnexis.com/hottopics/Colorado/
11919,MI,Natural Gas Vehicle (NGV) Weight Exemption,"A vehicle primarily powered by natural gas may exceed the state's axle
and weight loading limits by a weight equal to the difference between
the weight of the vehicle with the natural gas tank and fueling system
and the weight of a comparable vehicle with a diesel tank and fueling
system. The NGV maximum gross weight may not exceed 82,000 pounds.

(Reference [Michigan Compiled Laws Section 257.722](http://www.legislature.mi.gov/(S(nek0u5b2eb5elar22jpc3r4o))/mileg.aspx?page=home))",2017-10-09 00:00:00 UTC,,FALSE,36,State Incentives,,2018-02-09 20:07:54 UTC,,,,,NG,EXEM,,FLEET|GOV|IND,http://www.legislature.mi.gov/|http://www.legislature.mi.gov/(S(nek0u5b2eb5elar22jpc3r4o))/mileg.aspx?page=home
11920,NC,Natural Gas Vehicle (NGV) Weight Exemption,"A vehicle primarily powered by natural gas may exceed the state\'s gross
vehicle weight limits by a weight equal to the difference between the
average weight of the vehicle with the natural gas tank and fueling
system and the average weight of a comparable vehicle with a diesel tank
and fueling system. The NGV maximum gross weight may not exceed 82,000
pounds. (Reference [North Carolina General
Statutes](https://www.ncleg.net/) 20-118)
",2016-07-11 00:00:00 UTC,,FALSE,16,State Incentives,,2018-02-09 20:15:30 UTC,,,,,NG,EXEM,,FLEET|GOV|IND,https://www.ncleg.net/
11921,MN,Electric Vehicle (EV) Time-Of-Use (TOU) Rates - Xcel Energy,"Xcel Energy offers two TOU rate options for residential customers that
own an EV. The EV Accelerate at Home rate requires customers to choose
an eligible, separately metered Level 2 charger that Xcel Energy
installs and maintains. The Separate Meter rate only requires customers
to install a separate meter to measure electricity used for EV charging.
For rate information, including eligibility requirements, see Xcel
Energy's [EV Rate
Options](https://ev.xcelenergy.com/ev-charging-programs) website.
",,,FALSE,34,Utility/Private Incentives,,2018-02-16 14:42:07 UTC,,,,,ELEC|PHEV,TOU,,IND,
11923,FL,Electric Vehicle (EV) Charging Station Incentives - Brickell Energy,"Brickell Energy's aFLoat Program offers two different incentives to
facilitate the installation of EV charging stations in Florida. Through
the aFLoat Host Agreement, Brickell Energy will cover the cost of
hardware, network service plans, management service, and warranties.
Eligible hosts include commercial real estate property owners and
managers. Hosts must cover the cost of installation. The aFLoat Rental
Plan offers public and commercial locations, the EV charging station
hardware, network service plan, management service, and warranties at a
reduced fee. Additional terms and conditions apply. For more
information, see Brickell Energy's [aFLoat
Program](http://brickellenergy.com/afloat-program/) website.
",,,FALSE,44,Utility/Private Incentives,,2018-03-09 15:04:10 UTC,,,,,ELEC|PHEV,LOANS|OTHER,,STATION,
11925,UT,Non-Residential Electric Vehicle (EV) Charging Station Rebate - Rocky Mountain Power,"Rocky Mountain Power provides rebates to non-residential and
multi-family customers toward the purchase of Level 2 and direct current
fast charging (DCFC) station. Customers installing Level 2 EV charging
stations may receive a rebate of 75% of equipment cost, up to \$1,000
for single port stations and \$1,500 for multi-port stations. Customers
installing DCFC stations may receive a rebate of 75% of equipment and
installation cost, up to \$30,000 for single port stations and \$42,000
for multi-port stations.

Rebates are available on a first-come, first-served basis. Additional
terms and conditions apply. For more information, see the Rocky Mountain
Power [Utah Electric Vehicle
Incentives](https://www.rockymountainpower.net/savings-energy-choices/electric-vehicles.html)
website.
",,,FALSE,27,Utility/Private Incentives,,2018-03-09 22:11:27 UTC,,,,,ELEC|PHEV,GNT|RBATE,,STATION|IND,
11927,FL,Electric Vehicle (EV) Charging Station and Natural Gas Vehicle (NGV) Policies for Condominiums,"Condominium associations may not prohibit or restrict the installation
or use of EV charging station or NGV fueling station in a homeowner's
designated parking space. Condominium associations may put reasonable
restrictions on EV charging station or NGV fueling station, but the
policies may not significantly increase the cost of the EV charging
station or NGV fueling station or prohibit installation. Homeowners may
be required to comply with applicable safety codes and architectural
standards, engage a licensed installation contractor, provide a
certificate of insurance, and reimburse the cost of any increased
insurance premium associated with the EV charging station or NGV fueling
station. The homeowner of the parking space equipped with EV charging
stations or NGV fuel is responsible for the cost of the installation,
operation, maintenance, repair, removal, or replacement of the station,
as well as any resulting damage to the EV charging station or
surrounding area. (Reference [Florida
Statutes](http://www.flsenate.gov/Laws/) 718.113)
",2018-07-01 00:00:00 UTC,2021-07-01 00:00:00 UTC,FALSE,57,Laws and Regulations,,2018-03-14 13:50:35 UTC,,,,,ELEC|PHEV,,RTC,MUD|IND,http://www.flsenate.gov/|http://www.flsenate.gov/Laws/|http://www.flsenate.gov/
11928,ID,Connected and Autonomous Vehicles (CAVs) Support,"The Idaho Transportation Department (ITD) established the CAV Testing
and Deployment Committee (Committee). The Committee will work to
identify state agencies with jurisdiction to support the testing and
deployment of CAVs, coordinate with the identified agencies about how to
administer the testing of CAVs on roads, review existing state statues
and administrative rules that impede the testing and deployment of CAVs
on roads, and identify strategic partnerships to leverage the benefits
of CAVs. ITD submitted a
[report](https://itd.idaho.gov/wp-content/uploads/2018/11/Automated_Vehicles_Report_2018.pdf)
on the Committee's findings to the Office of the Governor on November 1,
2018.

(Reference [Executive Order 2018-01](https://adminrules.idaho.gov/rules/current/EXOs/index.html))",2018-01-02 00:00:00 UTC,,FALSE,24,Laws and Regulations,,2018-03-14 14:20:07 UTC,,,,,AUTONOMOUS,,DREST,OTHER,https://adminrules.idaho.gov/rules/current/EXOs/index.html
11930,AR,Public Utility Definition,"A person or corporation that supplies electricity to the public
exclusively to charge electric vehicles is not defined as a public
utility. (Reference [Arkansas
Code](http://www.lexisnexis.com/hottopics/arcode/Default.asp)
23-1-101(9))
",2017-02-28 00:00:00 UTC,,FALSE,25,Laws and Regulations,,2018-03-21 14:55:38 UTC,,,,,ELEC|PHEV,,UTILITY,STATION,http://www.arkleg.state.ar.us/assembly/2017/2017R/Pages/Home.aspx|https://advance.lexis.com/container?config=00JAA3ZTU0NTIzYy0zZDEyLTRhYmQtYmRmMS1iMWIxNDgxYWMxZTQKAFBvZENhdGFsb2cubRW4ifTiwi5vLw6cI1uX&crid=79b4d9b8-36cd-45b0-b1db-b4ec11e70050&prid=0dd0dc87-14ec-4c78-b77a-c2de7318afdb
11931,IN,Electric Drive Vehicle Registration Fee,"Electric vehicle owners are required to pay an additional registration
fee of \$150, and plug-in hybrid and hybrid electric vehicles are
required to pay an additional registration fee of \$50. The Indiana
Bureau of Motor Vehicles will determine new fee amounts every five
years. (Reference [Indiana Code](http://www.in.gov/legislative/ic/code/)
9-18.1-5-12)
",2017-04-27 00:00:00 UTC,,FALSE,90,Laws and Regulations,,2018-03-21 15:01:51 UTC,,,,,ELEC|HEV|PHEV,,EVFEE|FUEL,FLEET|IND,http://iga.in.gov/|http://www.in.gov/legislative/ic/code/
11934,CA,Electric Vehicle (EV) Charging Station Rebate - Burbank Water and Power (BWP),"BWP provides rebates to commercial and residential customers toward the
purchase of Level 2 EV charging stations. Residential customers may
receive a rebate of up to \$500 to purchase and install a Level 2
charging station. Commercial or multi-unit dwelling customers may
receive up to \$15,000 for the purchase and installation of Level 2 or
direct current fast charging (DCFC) stations.

Residential customers who install a charger can receive up to \$500 and
will be placed on BWP's time-of-use rate. Applications must be submitted
no later than six months from the date of purchase for commercial
customers, and no later than four months for residential customers.
Residential customers may receive an additional \$750 rebate for an
electric panel upgrade.

Rebates are available on a first-come, first-served basis. Customers in
disadvantaged communities are eligible for higher rebate amounts. For
program guidelines and application materials, see the BWP [Residential
Electric Vehicle Charger
Rebate](https://www.burbankwaterandpower.com/rebates-and-incentives) and
[Lead the Charge](https://www.burbankwaterandpower.com/leadthecharge)
websites.
",,,FALSE,130,Utility/Private Incentives,,2018-04-02 18:24:08 UTC,,,,,ELEC|PHEV,RBATE,,STATION|FLEET|MUD|IND,
11935,MA,Electric Vehicle (EV) and Autonomous Vehicles (AV) Support,"The Massachusetts Commission on the Future of Transportation in the
Commonwealth (Commission) was established to advise the Governor's
Office on how to understand and plan for transportation advancements,
including the increasing deployment of EVs and AVs, in the Commonwealth
from 2020 through 2040. The Commission investigated the following
topics:

-   Transportation electrification and the infrastructure necessary to
    support the increasing deployment of EVs;
-   Autonomous and connected vehicles and the infrastructure necessary
    to support the increasing deployment of these technologies;
-   Impact of on-demand transit and mobility services on public
    transportation;
-   Impact of greenhouse gas emissions on transportation and methods to
    increase resiliency of transportation infrastructure; and
-   Land use or demographic changes that will shape future
    transportation planning.

The Commission submitted a
[report](https://www.mass.gov/lists/choices-for-stewardship-recommendations-to-meet-the-transportation-future)
on its findings and recommendations to the Governor's Office in December
2018. For more information, see the
[Commission](https://www.mass.gov/orgs/commission-on-the-future-of-transportation)
website.

(Reference [Executive Order 579 and 580, 2019](https://www.mass.gov/massachusetts-executive-orders))",2018-01-23 00:00:00 UTC,2018-02-05 00:00:00 UTC,FALSE,27,Laws and Regulations,,2018-12-20 22:54:46 UTC,,,,,AUTONOMOUS|ELEC|PHEV,,DREST|OTHER,,https://www.mass.gov/massachusetts-executive-orders|https://www.mass.gov/massachusetts-executive-orders
